[19:18:42] [main/INFO]: ModLauncher running: args [--username, cliffpk, --version, modpack, --gameDir, C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack, --assetsDir, C:\Users\Carli\AppData\Roaming\.minecraft\assets, --assetIndex, 5, --uuid, 9c1fe7b90300413687cee10945d0cfc5, --accessToken, ❄❄❄❄❄❄❄❄, --clientId, null, --xuid, null, --userType, mojang, --versionType, release, --width, 1440, --height, 900, --launchTarget, forgeclient, --fml.forgeVersion, 47.3.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412, -XX:+UseG1GC, -XX:+ParallelRefProcEnabled, -XX:MaxGCPauseMillis=200, -XX:+UnlockExperimentalVMOptions, -XX:+DisableExplicitGC, -XX:+AlwaysPreTouch, -XX:G1NewSizePercent=30, -XX:G1MaxNewSizePercent=40, -XX:G1HeapRegionSize=8M, -XX:G1ReservePercent=20, -XX:G1HeapWastePercent=5, -XX:G1MixedGCCountTarget=4, -XX:InitiatingHeapOccupancyPercent=15, -XX:G1MixedGCLiveThresholdPercent=90, -XX:G1RSetUpdatingPauseTimePercent=5, -XX:SurvivorRatio=32, -XX:+PerfDisableSharedMem, -XX:MaxTenuringThreshold=1, -Dusing.aikars.flags=https://mcflags.emc.gs, -Daikars.new.flags=true]
[19:18:42] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Microsoft; OS Windows 10 arch amd64 version 10.0
[19:18:43] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[19:18:43] [main/INFO]: Trying GL version 4.6
[19:18:43] [main/INFO]: Requested GL version 4.6 got version 4.6
[19:18:43] [main/INFO]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/Carli/AppData/Roaming/.minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%23100!/ Service=ModLauncher Env=CLIENT
[19:18:44] [pool-2-thread-1/INFO]: GL info: NVIDIA GeForce RTX 3060/PCIe/SSE2 GL version 4.6.0 NVIDIA 556.12, NVIDIA Corporation
    minecraft:textures/atlas/blocks.png:spelunkers_charm:block/
[19:19:42] [Worker-ResourceReload-1/WARN]: Missing textures in model wrd:ice_heart_activate#facing=east:
    minecraft:textures/atlas/blocks.png:wrd:block/packed_ice
[19:19:42] [Worker-ResourceReload-1/WARN]: Missing textures in model wrd:soul_pile#facing=east:
    minecraft:textures/atlas/blocks.png:wrd:block/soul_sand
[19:19:42] [Worker-ResourceReload-1/WARN]: Missing textures in model wrd:ice_heart_activate#facing=north:
    minecraft:textures/atlas/blocks.png:wrd:block/packed_ice
[19:19:42] [Worker-ResourceReload-1/WARN]: Missing textures in model wrd:ice_heart_activate#facing=south:
    minecraft:textures/atlas/blocks.png:wrd:block/packed_ice
[19:19:42] [Worker-ResourceReload-1/WARN]: Missing textures in model wrd:ice_mage_projectile#inventory:
    minecraft:textures/atlas/blocks.png:wrd:item/key_placeholder
[19:19:42] [Worker-ResourceReload-1/WARN]: Missing textures in model wrd:soul_pile#facing=south:
    minecraft:textures/atlas/blocks.png:wrd:block/soul_sand
[19:19:42] [Worker-ResourceReload-1/WARN]: Missing textures in model supplementaries:tater_in_a_jar#inventory:
    minecraft:textures/atlas/blocks.png:quark:model/tiny_potato/default
[19:19:42] [Worker-ResourceReload-1/WARN]: Missing textures in model createaddition:small_light_connector#facing=west,mode=push,powered=true,rotation=x_clockwise_180,variant=default:
    minecraft:textures/atlas/blocks.png:create:block/chute_block
[19:19:42] [Worker-ResourceReload-1/WARN]: Missing textures in model wrd:doompillar#facing=south:
    minecraft:textures/atlas/blocks.png:wrd:block/obsidian
[19:19:42] [Worker-ResourceReload-1/WARN]: Missing textures in model wrd:soul_pile#inventory:
    minecraft:textures/atlas/blocks.png:wrd:block/soul_sand
[19:19:42] [Worker-ResourceReload-1/WARN]: Missing textures in model wrd:soul_pile#facing=north:
    minecraft:textures/atlas/blocks.png:wrd:block/soul_sand
[19:19:42] [Worker-ResourceReload-1/WARN]: Missing textures in model the_flesh_that_hates:clay_bomb_ammo#inventory:
    minecraft:textures/atlas/blocks.png:the_flesh_that_hates:item/plaqueblock
[19:19:42] [Worker-ResourceReload-1/WARN]: Missing textures in model wrd:ice_heart_activate#inventory:
    minecraft:textures/atlas/blocks.png:wrd:block/packed_ice
[19:19:42] [Worker-ResourceReload-1/WARN]: Missing textures in model spelunkers_charm:redstone_cluster#facing=west:
    minecraft:textures/atlas/blocks.png:spelunkers_charm:block/
[19:19:43] [Worker-ResourceReload-1/INFO]: Loaded emissive block models in 700 ms
[19:19:43] [Worker-ResourceReload-1/INFO]: Dispatching ForgeZModel$ModifyBakingResult (as ZModel$ModifyBakingResult) to 1 listener
[19:19:44] [Render thread/INFO]: Loaded all shader sources.
[19:19:44] [Render thread/INFO]: Loaded 1  use_to_first_person item patterns from minecraft:use_to_first_person/vanilla
[19:19:44] [Render thread/INFO]: Loaded 7 hold_to_aim item patterns from minecraft:hold_to_aim/vanilla
[19:19:44] [Render thread/INFO]: Loaded 2  use_to_aim item patterns from minecraft:use_to_aim/vanilla
[19:19:44] [Worker-ResourceReload-9/INFO]: Dispatching ForgeZLoadComplete (as ZLoadComplete) to 1 listener
[19:19:44] [Worker-ResourceReload-6/INFO]: Dispatching ForgeZLoadComplete (as ZLoadComplete) to 6 listeners
[19:19:44] [Worker-ResourceReload-2/INFO]: CVT MESSAGE: Loading CVT global config
[19:19:44] [Worker-ResourceReload-2/INFO]: CVT MESSAGE: Loading custom villager trades from file: all.json
[19:19:44] [Worker-ResourceReload-1/INFO]: Loaded values for 55 compatible attributes.
[19:19:44] [Worker-ResourceReload-8/INFO]: Applying mega torch entity block list overrides...
[19:19:44] [Worker-ResourceReload-8/INFO]: Applying dread lamp entity block list overrides...
[19:19:44] [Worker-ResourceReload-2/INFO]: CVT MESSAGE: Loading custom villager trades from file: armorer.json
[19:19:44] [Worker-ResourceReload-2/ERROR]: CVT MESSAGE: A problem has been found with the config file for 'INVALID'! This is most likely a formatting issue - take a look over the config for anything that seems out of place (and use a JSON verifier) - Everything needs to match the specification in the mod description. Printed cause: com.google.gson.stream.MalformedJsonException: Unterminated object at line 58 column 10 path $.trades[3].offer.amount
[19:19:44] [Worker-ResourceReload-2/INFO]: CVT MESSAGE: Loading custom villager trades from file: leatherworker.json
[19:19:44] [Worker-ResourceReload-1/ERROR]: Attribute ID 'justleveling:magic_resist' does not belong to a known attribute. This entry will be ignored.
[19:19:44] [Worker-ResourceReload-1/ERROR]: Attribute ID 'puffish_attributes:player.resistance' does not belong to a known attribute. This entry will be ignored.
[19:19:44] [Worker-ResourceReload-1/ERROR]: Attribute ID 'puffish_attributes:player.mining_speed' does not belong to a known attribute. This entry will be ignored.
[19:19:44] [Worker-ResourceReload-1/ERROR]: Attribute ID 'puffish_attributes:player.fortune' does not belong to a known attribute. This entry will be ignored.
[19:19:44] [Worker-ResourceReload-1/ERROR]: Attribute ID 'puffish_attributes:player.shovel_speed' does not belong to a known attribute. This entry will be ignored.
[19:19:44] [Worker-ResourceReload-1/ERROR]: Attribute ID 'puffish_attributes:player.healing' does not belong to a known attribute. This entry will be ignored.
[19:19:44] [Worker-ResourceReload-1/ERROR]: Attribute ID 'puffish_attributes:player.axe_speed' does not belong to a known attribute. This entry will be ignored.
[19:19:44] [Worker-ResourceReload-1/ERROR]: Attribute ID 'puffish_attributes:player.pickaxe_speed' does not belong to a known attribute. This entry will be ignored.
[19:19:44] [Worker-ResourceReload-1/ERROR]: Attribute ID 'puffish_attributes:player.melee_damage' does not belong to a known attribute. This entry will be ignored.
[19:19:44] [Worker-ResourceReload-1/ERROR]: Attribute ID 'puffish_attributes:player.stamina' does not belong to a known attribute. This entry will be ignored.
[19:19:44] [Worker-ResourceReload-1/ERROR]: Attribute ID 'puffish_attributes:player.knockback' does not belong to a known attribute. This entry will be ignored.
[19:19:44] [Worker-ResourceReload-1/ERROR]: Attribute ID 'justleveling:beneficial_effect' does not belong to a known attribute. This entry will be ignored.
[19:19:44] [Worker-ResourceReload-1/ERROR]: Attribute ID 'puffish_attributes:player.sprinting_speed' does not belong to a known attribute. This entry will be ignored.
[19:19:44] [Worker-ResourceReload-1/ERROR]: Attribute ID 'puffish_attributes:player.jump' does not belong to a known attribute. This entry will be ignored.
[19:19:44] [Worker-ResourceReload-1/ERROR]: Attribute ID 'justleveling:break_speed' does not belong to a known attribute. This entry will be ignored.
[19:19:44] [Worker-ResourceReload-1/ERROR]: Attribute ID 'puffish_attributes:player.ranged_damage' does not belong to a known attribute. This entry will be ignored.
[19:19:44] [Worker-ResourceReload-1/ERROR]: Attribute ID 'justleveling:critical_damage' does not belong to a known attribute. This entry will be ignored.
[19:19:44] [Worker-ResourceReload-1/ERROR]: Attribute ID 'justleveling:projectile_damage' does not belong to a known attribute. This entry will be ignored.
[19:19:44] [Worker-ResourceReload-1/ERROR]: Attribute ID 'curseofpandora:spell_tolerance' does not belong to a known attribute. This entry will be ignored.
[19:19:44] [Worker-ResourceReload-1/ERROR]: Attribute ID 'curseofpandora:reality_index' does not belong to a known attribute. This entry will be ignored.
[19:19:44] [Worker-ResourceReload-1/INFO]: Loaded 75 values from config.
[19:19:44] [Worker-ResourceReload-1/INFO]: Saving config file. 75 entries.
[19:19:44] [Worker-ResourceReload-1/INFO]: Applying changes for 75 attributes.
[19:19:44] [Worker-ResourceReload-3/INFO]: Start loading plugin at snownee.jade.addon.general.GeneralPlugin
[19:19:44] [Worker-ResourceReload-3/INFO]: Start loading plugin at snownee.jade.addon.create.CreatePlugin
[19:19:44] [Worker-ResourceReload-3/INFO]: Start loading plugin at de.maxhenkel.gravestone.integration.waila.PluginGraveStone
[19:19:44] [Worker-ResourceReload-3/INFO]: Start loading plugin at twilightforest.compat.jade.JadeCompat
[19:19:44] [Worker-ResourceReload-3/INFO]: Start loading plugin at net.blay09.mods.waystones.compat.JadeIntegration
[19:19:44] [Worker-ResourceReload-3/INFO]: Start loading plugin at snownee.jade.addon.vanilla.VanillaPlugin
[19:19:44] [Worker-ResourceReload-3/INFO]: Start loading plugin at snownee.jade.addon.universal.UniversalPlugin
[19:19:44] [Worker-ResourceReload-3/INFO]: Start loading plugin at snownee.jade.addon.core.CorePlugin
[19:19:44] [Worker-ResourceReload-3/INFO]: Start loading plugin at net.mehvahdjukaar.supplementaries.integration.JadeCompat
[19:19:44] [Render thread/INFO]: Successfully loaded config provider: com.mrcrayfish.configured.impl.forge.ForgeConfigProvider
[19:19:44] [Render thread/INFO]: Successfully loaded config provider: com.mrcrayfish.configured.impl.framework.FrameworkConfigProvider
[19:19:44] [Render thread/INFO]: Successfully loaded config provider: com.mrcrayfish.configured.impl.jei.JeiConfigProvider
[19:19:44] [Render thread/INFO]: Successfully loaded config provider: com.anthonyhilyard.iceberg.compat.configured.IcebergConfigProvider
[19:19:44] [Render thread/INFO]: Creating config GUI factories...
[19:19:45] [Render thread/INFO]: Registering config factory for mod betterdungeons. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod globalgamerules. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod alexsmobs. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod woodenhopper. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod guardvillagers. Found 2 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod blocky_siege. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod pickupnotifier. Found 2 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod balm. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod biggerstacks. Found 3 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod jeresources. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod betterfortresses. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod torchmaster. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod repurposed_structures. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod celestial_core. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod avatar_blockrestoration. Found 2 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod curios. Found 3 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod corail_woodcutter. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod armorpointspp. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod cfm. Found 2 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod betterendisland. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod enhancedai. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod l2library. Found 2 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod fight_or_die. Found 2 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod bettermineshafts. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod waterframes. Found 2 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod betterjungletemples. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod l2tabs. Found 2 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod mutantmonsters. Found 2 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod cgm. Found 3 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod connectiblechains. Found 2 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod jei. Found 5 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod nameless_trinkets. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod l2screentracker. Found 2 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod guideapi_vp. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod wegotrunnners. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod forge. Found 2 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod logbegone. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod worldgenrevisited. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod flywheel. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod ecologics. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod gravestone. Found 2 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod zeta. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod damageindicator. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod wrd. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod appleskin. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod villagersrespawn. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod betterwitchhuts. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod betteroceanmonuments. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod insanelib. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod moremobgriefingoptions. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod citadel. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod marbledsapi. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod player_mobs. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod zombieawareness. Found 5 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod jeed. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod vtweaks. Found 2 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod spelunkers_charm. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod dummmmmmy. Found 2 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod l2damagetracker. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod twilightforest. Found 2 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod celestial_artifacts. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod farmersdelight. Found 2 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod crashutilities. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod trajectory_preview. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod unhealthydying. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod patchouli. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod betterstrongholds. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod aiimprovements. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod effortlessbuilding. Found 3 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod mobplaques. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod trashslot. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod riskofrain_mobs. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod easymagic. Found 2 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod avatar_daystohorders. Found 2 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod waystones. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod merchantmarkers. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod marbledsarsenal. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod farsightedmobs. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod aggroindicator. Found 2 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod everycomp. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod betterdeserttemples. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod experimentalsettingsdisabler. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod travelerstitles. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod nyfsspiders. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod alexscaves. Found 2 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod damage_number. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod moonlight. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod extragore. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod the_flesh_that_hates. Found 2 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod mobsunscreen. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod parcool. Found 2 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod coroutil. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod worldstripper. Found 1 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod improvedmobs. Found 2 config(s)
[19:19:45] [Render thread/INFO]: Registering config factory for mod createaddition. Found 1 config(s)
[19:19:45] [Render thread/WARN]: Configuration file C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\config\badmobs-common.toml is not correct. Correcting
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls was corrected from null to its default, SimpleCommentedConfig:{}. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.prospector was corrected from null to its default, SimpleCommentedConfig:{}. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.prospector.allowNormalSpawning was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.prospector.allowSpawners was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.prospector.allowSpawnEggs was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.prospector.allowConversions was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.coal_stonebore was corrected from null to its default, SimpleCommentedConfig:{}. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.coal_stonebore.allowNormalSpawning was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.coal_stonebore.allowSpawners was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.coal_stonebore.allowSpawnEggs was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.coal_stonebore.allowConversions was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.iron_stonebore was corrected from null to its default, SimpleCommentedConfig:{}. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.iron_stonebore.allowNormalSpawning was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.iron_stonebore.allowSpawners was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.iron_stonebore.allowSpawnEggs was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.iron_stonebore.allowConversions was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.copper_stonebore was corrected from null to its default, SimpleCommentedConfig:{}. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.copper_stonebore.allowNormalSpawning was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.copper_stonebore.allowSpawners was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.copper_stonebore.allowSpawnEggs was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.copper_stonebore.allowConversions was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.gold_stonebore was corrected from null to its default, SimpleCommentedConfig:{}. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.gold_stonebore.allowNormalSpawning was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.gold_stonebore.allowSpawners was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.gold_stonebore.allowSpawnEggs was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.gold_stonebore.allowConversions was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.redstone_stonebore was corrected from null to its default, SimpleCommentedConfig:{}. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.redstone_stonebore.allowNormalSpawning was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.redstone_stonebore.allowSpawners was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.redstone_stonebore.allowSpawnEggs was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.redstone_stonebore.allowConversions was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.lapis_stonebore was corrected from null to its default, SimpleCommentedConfig:{}. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.lapis_stonebore.allowNormalSpawning was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.lapis_stonebore.allowSpawners was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.lapis_stonebore.allowSpawnEggs was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.lapis_stonebore.allowConversions was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.emerald_stonebore was corrected from null to its default, SimpleCommentedConfig:{}. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.emerald_stonebore.allowNormalSpawning was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.emerald_stonebore.allowSpawners was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.emerald_stonebore.allowSpawnEggs was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.emerald_stonebore.allowConversions was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.diamond_stonebore was corrected from null to its default, SimpleCommentedConfig:{}. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.diamond_stonebore.allowNormalSpawning was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.diamond_stonebore.allowSpawners was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.diamond_stonebore.allowSpawnEggs was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.diamond_stonebore.allowConversions was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.quartz_stonebore was corrected from null to its default, SimpleCommentedConfig:{}. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.quartz_stonebore.allowNormalSpawning was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.quartz_stonebore.allowSpawners was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.quartz_stonebore.allowSpawnEggs was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.quartz_stonebore.allowConversions was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.prospector_3 was corrected from null to its default, SimpleCommentedConfig:{}. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.prospector_3.allowNormalSpawning was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.prospector_3.allowSpawners was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.prospector_3.allowSpawnEggs was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.prospector_3.allowConversions was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.prospector_4 was corrected from null to its default, SimpleCommentedConfig:{}. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.prospector_4.allowNormalSpawning was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.prospector_4.allowSpawners was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.prospector_4.allowSpawnEggs was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.prospector_4.allowConversions was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.prospector_2 was corrected from null to its default, SimpleCommentedConfig:{}. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.prospector_2.allowNormalSpawning was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.prospector_2.allowSpawners was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.prospector_2.allowSpawnEggs was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Incorrect key resource_ghouls.prospector_2.allowConversions was corrected from null to its default, true. 
[19:19:45] [Render thread/WARN]: Missing sound for event: minecraft:item.goat_horn.play
[19:19:45] [Render thread/WARN]: Missing sound for event: minecraft:entity.goat.screaming.horn_break
[19:19:45] [Render thread/WARN]: Missing sound for event: alexscaves:abyssal_chasm_ambience_mood
[19:19:45] [Render thread/WARN]: Missing sound for event: alexscaves:luxtructosaurus_breath
